pheno	tissue	gene	gene_name	gene_biotype	b.smr	p.smr	p_HEIDI.smr	fdr.smr	Ifsigif.smr	b.wr_ivw	p.wr_ivw	Q_pval.wr_ivw	pval_egger_intercept.wr_ivw	fdr.wr_ivw	Ifsigif.wr_ivw	b.pmregger	p.pmregger	fdr.pmregger	Ifsigif.pmregger	b.gsmr	p.gsmr	fdr.gsmr	Ifsigif.gsmr	direction
SC	Astrocytes	ENSG00000120675	DNAJC15	protein_coding	-	-	-	-	-	0.0224978222478876	0.00792651410373862	-	-	0.0236707470195959	TRUE	0.0203513621904746	0.0112914618731638	0.0332777376458735	TRUE	0.018562608700358	0.0273626513359798	0.0606828741574427	FALSE	Consistent
MS	OPCs...COPs	ENSG00000120675	DNAJC15	protein_coding	-	-	-	-	-	0.0888856076187065	0.00417200000000014	-	-	0.0149858353056497	TRUE	0.0747859567840231	4.5300502992046e-06	1.88025050690443e-05	TRUE	-	-	-	-	Consistent
INT	Excitatory.neurons	ENSG00000120820	GLT8D2	protein_coding	-	-	-	-	-	0.02107932624666	0.00100543786646843	-	-	0.00569249766033985	TRUE	0.12821495758392	1.23186186239381e-12	7.99521154704245e-12	TRUE	0.0210728984133932	0.00404788236043306	0.0185622015811094	TRUE	Consistent
DPW	OPCs...COPs	ENSG00000121716	PILRB	protein_coding	-0.00918127	0.003223663	0.3786447	0.026456118	TRUE	-0.00918126792646313	0.00156539987872506	-	-	0.00745032504780708	TRUE	-0.000649655296215684	0.937960035435778	1	FALSE	-0.0093575364850677	0.0021847014488228	0.0120893815749762	TRUE	Consistent
DPW	Microglia	ENSG00000121716	PILRB	protein_coding	-0.00871559	0.003856929	0.2684002	0.027318822125	TRUE	-0.00871559280527915	0.00243341047000905	-	-	0.0100983219232256	TRUE	-0.00265288617342771	0.61191107376052	1	FALSE	-0.00944289103396287	0.00189678289878768	0.0107474438324611	TRUE	Consistent
EA	Endothelial.cells	ENSG00000121716	PILRB	protein_coding	-	-	-	-	-	0.0197428826982039	7.18150482645019e-10	-	-	5.20830088127792e-08	TRUE	0.113800423230744	3.25173642432e-43	7.00790888369477e-42	TRUE	-	-	-	-	Consistent
EA	OPCs...COPs	ENSG00000121716	PILRB	protein_coding	-	-	-	-	-	0.0139472146142349	1.0469198365486e-07	-	-	3.18891782212707e-06	TRUE	0.043570939168507	9.96020419938262e-10	5.61849102656449e-09	TRUE	0.0103640136870125	0.000265630048110524	0.00268193145065976	TRUE	Consistent
INT	Inhibitory.neurons	ENSG00000122971	ACADS	protein_coding	-	-	-	-	-	0.0153613808943935	0.00546945870106492	-	-	0.0183479859068764	TRUE	0.0819037127600416	8.19845637840902e-15	6.09805538588742e-14	TRUE	-	-	-	-	Consistent
PD	OPCs...COPs	ENSG00000124613	ZNF391	protein_coding	-	-	-	-	-	0.169659485700404	1.93862607432025e-05	-	-	0.000242010451736864	TRUE	0.122398464104589	2.05299818974391e-28	2.69616402887462e-27	TRUE	-	-	-	-	Consistent
PD	Oligodendrocytes	ENSG00000125450	NUP85	protein_coding	-0.0773081	0.0246795	0.9107442	0.0712717399103139	FALSE	-0.0773080711172408	0.0183494261814845	-	-	0.0417107105588073	TRUE	-0.0506309020244941	9.55713935489055e-08	4.60330981534986e-07	TRUE	-0.0729328920604024	0.0297838195097197	0.0649264701812261	FALSE	Consistent
EA	Inhibitory.neurons	ENSG00000127947	PTPN12	protein_coding	-	-	-	-	-	0.00954740393306009	8.16820452330283e-06	0.991573453576508	-	0.000118304940381398	TRUE	0.0726033963783383	1.79385250838473e-43	3.96771850867728e-42	TRUE	0.00830574157566209	0.0057753620775351	0.0230813949695934	TRUE	Consistent
SCZ	Excitatory.neurons	ENSG00000128944	KNSTRN	protein_coding	0.0326809	0.01776798	0.5658406	0.0592879747150259	FALSE	0.0325710633472501	0.0150810149171888	-	-	0.036412500886002	TRUE	0.00389059788261709	0.452414780370092	0.866183651255267	FALSE	0.0337851304509059	0.00887898141530848	0.030597926973114	TRUE	Consistent
SCZ	Oligodendrocytes	ENSG00000131626	PPFIA1	protein_coding	0.0505158	0.003890047	0.8895817	0.027318822125	TRUE	0.0418683199508241	0.0361042885443806	-	-	0.0671500635347174	FALSE	0.00164879890184808	0.868873602280077	1	FALSE	0.0470281438384841	0.00677445178835672	0.0256632322952388	TRUE	Consistent
SCZ	Excitatory.neurons	ENSG00000131876	SNRPA1	protein_coding	0.129903	0.03225899	0.7343311	0.0827680858964144	FALSE	0.129902640551804	0.0215591251562312	-	-	0.0473802995857722	TRUE	0.00467436651683299	0.643728818758879	1	FALSE	0.138296667548009	0.0198332764091521	0.0498134666320042	TRUE	Consistent
BIP	Excitatory.neurons	ENSG00000132612	VPS4A	protein_coding	-0.211096	0.002410523	0.484019	0.022576590084507	TRUE	-0.210533614084202	0.00032048915201536	-	-	0.00246517665918886	TRUE	-0.00266936347871822	0.828056050462551	1	FALSE	-0.17268281110167	0.00433903105737085	0.0192770436198281	TRUE	Consistent
ANX	Excitatory.neurons	ENSG00000132612	VPS4A	protein_coding	0.401461	0.007591759	0.1968211	0.0378999441550388	TRUE	0.401127505348553	0.00242047000000012	-	-	0.0100720650546453	TRUE	0.0271153421839187	0.336684404994895	0.696021340267603	FALSE	0.278768878384154	0.0182593765629141	0.0480785985036532	TRUE	Consistent
IS	Excitatory.neurons	ENSG00000132612	VPS4A	protein_coding	-	-	-	-	-	-0.193028067487438	0.00427473396017256	-	-	0.0151758037793539	TRUE	-0.0479436614818588	3.73116837627486e-06	1.58386213144395e-05	TRUE	-0.144621271449503	0.0301371837006449	0.0654488649800798	FALSE	Consistent
INS	Inhibitory.neurons	ENSG00000135862	LAMC1	protein_coding	-	-	-	-	-	0.0315680060160368	0.0193862836098732	-	-	0.0437411999079065	TRUE	0.0120385828365002	1.71596861000183e-06	7.51183133701322e-06	TRUE	0.0331672314479326	0.0211950420709858	0.0513589335235888	FALSE	Consistent
INS	Excitatory.neurons	ENSG00000135898	GPR55	protein_coding	0.0252976	0.02232034	0.3368299	0.0674849716431925	FALSE	0.0252976103337985	0.0176209757477022	-	-	0.0406186035213096	TRUE	0.00802826063887483	0.580832038326627	1	FALSE	0.0228678074910138	0.0200764856728828	0.0499093628714646	TRUE	Consistent
DPW	Excitatory.neurons	ENSG00000135951	TSGA10	protein_coding	-0.0205745	0.003003067	0.7200544	0.0257018281578947	TRUE	-0.020574504983097	0.00101500225481321	-	-	0.00570423776413475	TRUE	-0.0010578229645229	0.927234690284053	1	FALSE	-0.019327121200221	0.00538156814432583	0.0218071609679775	TRUE	Consistent
ANX	Oligodendrocytes	ENSG00000136824	SMC2	protein_coding	-	-	-	-	-	0.192303807126605	0.000361742999999949	-	-	0.00271396349261045	TRUE	0.175322326639637	8.05230876426021e-13	5.26689923452195e-12	TRUE	0.199547285440838	0.0014571372487522	0.00936963672242336	TRUE	Consistent
ANX	Inhibitory.neurons	ENSG00000136824	SMC2	protein_coding	-	-	-	-	-	0.161866247040043	0.000502111000000065	-	-	0.00349032452814604	TRUE	0.160398053833337	3.89803016043168e-15	2.93838058281868e-14	TRUE	0.134471634123038	0.00470042327820829	0.0200377303452509	TRUE	Consistent
EA	Inhibitory.neurons	ENSG00000137074	APTX	protein_coding	-	-	-	-	-	0.0132889872158458	0.000128729317243551	-	-	0.00118105271181884	TRUE	0.0907095717946736	2.62064216296481e-17	2.33084628356817e-16	TRUE	-	-	-	-	Consistent
EA	Excitatory.neurons	ENSG00000137074	APTX	protein_coding	-	-	-	-	-	-0.0122045836929327	0.000308272430126921	-	-	0.00240768672350411	TRUE	-0.025071904327303	9.12170434174243e-77	3.40746333299312e-75	TRUE	-0.0110069144443709	0.000948209304605235	0.00704121877161694	TRUE	Consistent
BIP	Excitatory.neurons	ENSG00000137312	FLOT1	protein_coding	0.388358	1.537291e-05	0.4705422	0.000990015404	TRUE	0.395105327683072	3.05051184904516e-19	0.934166224004338	-	4.64592954609578e-17	TRUE	0.0146730215282816	0.00160165643478785	0.00524831280093251	TRUE	0.203583050355954	1.81713200459486e-05	0.000255063285035205	TRUE	Consistent
EA	Oligodendrocytes	ENSG00000137601	NEK1	protein_coding	-	-	-	-	-	0.0129572079048961	0.00156366147582234	-	-	0.00745032504780708	TRUE	0.0339724204950679	4.18268323121543e-08	2.0740679975437e-07	TRUE	0.0123871100238363	0.00456631406827187	0.0196847471632244	TRUE	Consistent
EA	Excitatory.neurons	ENSG00000137601	NEK1	protein_coding	-	-	-	-	-	0.0218468753071339	0.00156366147582233	-	-	0.00745032504780708	TRUE	0.0442533338496519	5.91073419809192e-08	2.87998382231667e-07	TRUE	0.0189997674108041	0.00974567191377703	0.0324198507883161	TRUE	Consistent
INS	Inhibitory.neurons	ENSG00000137764	MAP2K5	protein_coding	0.0471946	0.001239332	0.9363106	0.0181393138181818	TRUE	0.0471945768738733	0.000290174549613295	-	-	0.00231380020450811	TRUE	0.0127060832761608	0.456068451174109	0.872185513565048	FALSE	0.049077812982137	0.00051124945680445	0.00442442199084152	TRUE	Consistent
ANX	Inhibitory.neurons	ENSG00000137764	MAP2K5	protein_coding	-	-	-	-	-	0.154561278622975	0.00183611999999995	-	-	0.00845445055291327	TRUE	0.0954102222614331	0.000142713100039841	0.000515915529391339	TRUE	0.141673493904604	0.00511067876876867	0.0211596808016286	TRUE	Consistent
INS	Oligodendrocytes	ENSG00000137764	MAP2K5	protein_coding	0.0448148	0.0005458739	0.7573735	0.0117180930533333	TRUE	0.0445108713494866	1.9356122477532e-06	0.967193247958986	-	3.46816170979779e-05	TRUE	0.015485230485206	0.0845721127250966	0.214427935883691	FALSE	0.0383850765534881	0.00117768101189071	0.0080264667827064	TRUE	Consistent
INS	OPCs...COPs	ENSG00000137764	MAP2K5	protein_coding	0.0278039	0.02094639	0.1566541	0.0651665466666667	FALSE	0.0396444862367715	4.71057194545695e-08	0.389100314079625	0.416194178801255	1.7081431126026e-06	TRUE	0.00833992645517967	0.388167967061842	0.774952912863369	FALSE	0.0292210123129568	0.00373287118137629	0.0176552657033574	TRUE	Consistent
NEU	Inhibitory.neurons	ENSG00000137764	MAP2K5	protein_coding	-	-	-	-	-	0.0219082072871525	0.00020972894286949	-	-	0.00178445351949851	TRUE	0.132078137044536	2.15303527979373e-32	3.12004509080453e-31	TRUE	0.0185594435838685	0.00371560690173568	0.0176552657033574	TRUE	Consistent
INS	Microglia	ENSG00000137764	MAP2K5	protein_coding	0.0422552	0.001347324	0.9588485	0.0184056944166667	TRUE	0.041992572925711	3.80651555633345e-07	0.974515626200506	-	8.82657798821891e-06	TRUE	0.0152941564882765	0.0945289847637753	0.236463130041527	FALSE	0.0355956290645104	0.00049023661797404	0.00436639969296448	TRUE	Consistent
AD	Oligodendrocytes	ENSG00000137845	ADAM10	protein_coding	0.0246434	2.755239e-05	0.2668259	0.00147864493	TRUE	0.0284398907386745	3.26951502881365e-09	0.240427625779737	-	1.91518130341661e-07	TRUE	0.0122597969806039	0.000547316355302616	0.00188532539603217	TRUE	0.020447574455589	2.06552993072211e-05	0.000283026779792994	TRUE	Consistent
EA	Astrocytes	ENSG00000138399	FASTKD1	protein_coding	-	-	-	-	-	0.0217984845123958	0.0015175062686923	-	-	0.00736038868540883	TRUE	0.0887460631071995	1.26022251603388e-22	1.38459741794311e-21	TRUE	0.0226995782788733	0.00391075391968812	0.0182237966055102	TRUE	Consistent
EA	Excitatory.neurons	ENSG00000138400	MDH1B	protein_coding	-	-	-	-	-	0.00820329023565201	0.00673194412813791	-	-	0.0213083485301351	TRUE	0.0883535685628385	1.31235912130458e-39	2.62628057489643e-38	TRUE	0.0089947697007435	0.00336728952809024	0.0165630352428712	TRUE	Consistent
PD	Oligodendrocytes	ENSG00000139629	GALNT6	protein_coding	-	-	-	-	-	0.0922254469286842	0.0182749350611453	-	-	0.0416034769777643	TRUE	0.00578347833138176	0.000342699127104722	0.0011927064858448	TRUE	-	-	-	-	Consistent
BIP	Excitatory.neurons	ENSG00000142549	IGLON5	protein_coding	-	-	-	-	-	-0.0842789672883778	0.00120841764941343	-	-	0.00639839533374297	TRUE	-0.00620195803963575	0.117823279133939	0.285390392253821	FALSE	-0.0784206412125176	2.89045452629941e-104	1.66345657988531e-101	TRUE	Consistent
SCZ	Astrocytes	ENSG00000142599	RERE	protein_coding	-	-	-	-	-	-0.143778486727977	1.43143641257419e-07	-	-	4.0371808450935e-06	TRUE	-0.132861254231634	2.76562652677897e-67	9.68545456565719e-66	TRUE	-0.12103303999414	0.000137078559783983	0.00154683747364083	TRUE	Consistent
TS	Astrocytes	ENSG00000142599	RERE	protein_coding	-	-	-	-	-	-0.251300289917065	0.00341889599320093	-	-	0.0131489358526389	TRUE	-0.507271865528702	1.31853048723202e-20	1.3597851221086e-19	TRUE	-0.231076237874043	0.00898324986835588	0.030708504481133	TRUE	Consistent
IS	Astrocytes	ENSG00000142599	RERE	protein_coding	-	-	-	-	-	0.090004990375704	0.00543896207443933	-	-	0.0183124382883257	TRUE	0.0535097964887418	8.51515045767969e-11	4.98744526806953e-10	TRUE	0.0825109424650958	0.0134673053143267	0.0393148297488062	TRUE	Consistent
AD	Excitatory.neurons	ENSG00000143469	SYT14	protein_coding	-0.0265431	0.03734173	0.416552	0.0852768585815603	FALSE	-0.022890370499291	0.00139957679778649	0.513200503433181	0.556010308219409	0.00705813067228087	TRUE	-0.00548171991941525	0.000786605951198156	0.0026766894817087	TRUE	-0.0182577894390011	0.0581674382627844	0.102371133701017	FALSE	Consistent
INT	Oligodendrocytes	ENSG00000143469	SYT14	protein_coding	-	-	-	-	-	-0.00831508194740968	0.00270706257064352	0.989810136936898	-	0.0109650433380055	TRUE	-0.0145999709011721	3.01980091544189e-05	0.000116162135900637	TRUE	-0.00599514369194888	0.0855775297678473	0.138732023609567	FALSE	Consistent
SC	Oligodendrocytes	ENSG00000143469	SYT14	protein_coding	-	-	-	-	-	0.0171960490603509	0.00083145084785256	0.919065160823554	-	0.00500513692205316	TRUE	0.00834169715761731	0.00362785526091172	0.0113143315280011	TRUE	0.015709953318665	0.0151367033916545	0.0425974220141671	TRUE	Consistent
TS	Oligodendrocytes	ENSG00000145241	CENPC	protein_coding	-	-	-	-	-	0.136310383165718	0.000574043350667612	0.735097462116719	-	0.003817764292868	TRUE	0.279905802163067	1.43318357599447e-15	1.09508254147577e-14	TRUE	0.111884827293774	0.00919509359814498	0.0311280962690143	TRUE	Consistent
INT	Astrocytes	ENSG00000146648	EGFR	protein_coding	-	-	-	-	-	-0.0327141662076801	0.00272651322660683	-	-	0.0110145348650456	TRUE	-0.106741398961992	3.62728863988355e-10	2.07397013729396e-09	TRUE	-	-	-	-	Consistent
NEU	Astrocytes	ENSG00000146648	EGFR	protein_coding	-	-	-	-	-	0.0368148665056152	8.25066069844085e-05	-	-	0.000843339345216471	TRUE	0.107245366934884	1.04454314745413e-14	7.70121504767716e-14	TRUE	-	-	-	-	Consistent
EA	Excitatory.neurons	ENSG00000146834	MEPCE	protein_coding	-	-	-	-	-	0.0348832226269552	2.13220288682024e-08	-	-	9.27812856179216e-07	TRUE	0.0929639441761609	3.01291499736366e-44	7.03431959801155e-43	TRUE	-	-	-	-	Consistent
EA	Astrocytes	ENSG00000148690	FRA10AC1	protein_coding	-	-	-	-	-	-0.0111003459672288	0.00118304013288833	-	-	0.00632200042943483	TRUE	-0.117825882192024	2.8478000821212e-78	1.08798907682858e-76	TRUE	-0.00944730433946567	0.0077514523539614	0.0279179110993902	TRUE	Consistent
NEU	Excitatory.neurons	ENSG00000149292	TTC12	protein_coding	-	-	-	-	-	0.0142091867845099	8.38931947550292e-06	-	-	0.000118304940381398	TRUE	0.0494402395671439	1.83794174471635e-11	1.12348366286116e-10	TRUE	-	-	-	-	Consistent
NEU	Oligodendrocytes	ENSG00000149292	TTC12	protein_coding	-	-	-	-	-	0.0312314277841183	8.38931947550292e-06	-	-	0.000118304940381398	TRUE	0.00697376023719481	0.00376080717841576	0.0116640532599943	TRUE	-	-	-	-	Consistent
PTSD	Excitatory.neurons	ENSG00000149292	TTC12	protein_coding	-	-	-	-	-	0.0719322838082766	0.0080383875740071	-	-	0.0237668625369532	TRUE	0.128138732604178	2.23662416538947e-06	9.69011655159716e-06	TRUE	-	-	-	-	Consistent
SCZ	Excitatory.neurons	ENSG00000151348	EXT2	protein_coding	-	-	-	-	-	-0.109878864326335	0.00806793692160526	-	-	0.0237668625369532	TRUE	-0.0628361390888162	1.39910781473559e-06	6.17499504265262e-06	TRUE	-0.0627196988634815	0.127402837673588	0.1853616034627	FALSE	Consistent
GRT	Excitatory.neurons	ENSG00000151348	EXT2	protein_coding	-	-	-	-	-	0.0266387309188866	0.00699736376589513	-	-	0.0217934253894852	TRUE	0.0306401617034535	7.12608497934409e-15	5.32397726678996e-14	TRUE	0.0162137770640673	0.0911936197638675	0.144777732894085	FALSE	Consistent
BIP	Excitatory.neurons	ENSG00000151348	EXT2	protein_coding	-	-	-	-	-	-0.121432738366178	0.00737992455619638	-	-	0.0225242987957657	TRUE	-0.0326093091100959	0.00187274136495594	0.00607737110905586	TRUE	-0.115057889771405	0.0126323347139141	0.0379629693360708	TRUE	Consistent
SCZ	Astrocytes	ENSG00000151348	EXT2	protein_coding	-	-	-	-	-	-0.064037065556245	0.00806793692160526	-	-	0.0237668625369532	TRUE	-0.0565670831712438	2.21274225524785e-06	9.61142049372516e-06	TRUE	-	-	-	-	Consistent
SCZ	Oligodendrocytes	ENSG00000151665	PIGF	protein_coding	-0.065254	0.002421364	0.5245261	0.022576590084507	TRUE	-0.0652540369497097	0.00104453414283916	-	-	0.00584862316008839	TRUE	-0.0071652656102534	0.289681461670505	0.621908731887764	FALSE	-0.0496786491711308	0.00812103095421493	0.0285850355605547	TRUE	Consistent
SCZ	Excitatory.neurons	ENSG00000151665	PIGF	protein_coding	-0.0821918	0.001939377	0.3008437	0.0209590122	TRUE	-0.0821917992951923	0.000765838364948293	-	-	0.00474134890169207	TRUE	-0.00588959972146652	0.00727930909953483	0.0220081269717951	TRUE	-0.0474663368326204	0.0258141857798457	0.0588358966982226	FALSE	Consistent
INT	Oligodendrocytes	ENSG00000153113	CAST	protein_coding	-	-	-	-	-	-0.0123042146211818	0.0032020611427247	0.854797320776089	-	0.0125044592829993	TRUE	-0.129374043514352	5.11399590390697e-27	6.66405202671908e-26	TRUE	-0.0114619875147279	0.0175508882045495	0.0470887466746771	TRUE	Consistent
SCZ	Excitatory.neurons	ENSG00000153291	SLC25A27	protein_coding	0.086194	0.0004751739	0.7556581	0.0109289997	TRUE	0.0861939542070195	9.38172522333946e-05	-	-	0.000915920994560641	TRUE	0.00925613161766783	5.74215322802507e-07	2.60176807986796e-06	TRUE	0.0584436472139108	0.00183015683282743	0.0107474438324611	TRUE	Consistent
SCZ	Inhibitory.neurons	ENSG00000153291	SLC25A27	protein_coding	0.105515	0.001201244	0.4381571	0.0181393138181818	TRUE	0.105515141271155	9.38172522333946e-05	-	-	0.000915920994560641	TRUE	0.0124138729422952	5.50248677197272e-08	2.68886054176923e-07	TRUE	-	-	-	-	Consistent
BIP	Inhibitory.neurons	ENSG00000153291	SLC25A27	protein_coding	0.0968015	0.004072371	0.3595038	0.027318822125	TRUE	0.0968015361466491	0.000940220357441102	-	-	0.00538329174579999	TRUE	0.00930293949543406	3.97201424886263e-06	1.67762712370304e-05	TRUE	-	-	-	-	Consistent
BIP	Excitatory.neurons	ENSG00000153291	SLC25A27	protein_coding	0.0790759	0.002315337	0.7184627	0.022576590084507	TRUE	0.0790759228796517	0.000940220357441102	-	-	0.00538329174579999	TRUE	0.00785210389616267	1.35502359483378e-06	6.01001230320735e-06	TRUE	0.0544541649657401	0.00582107622731625	0.0231835942478927	TRUE	Consistent
INS	Excitatory.neurons	ENSG00000153291	SLC25A27	protein_coding	-0.0326413	0.01735766	0.09671393	0.0591446192592593	FALSE	-0.0326412561516908	0.0125099455370598	-	-	0.0318074241284509	TRUE	-0.00910382656631733	0.00408010004053955	0.0126078091326231	TRUE	-0.0111790620993648	0.29067008258303	0.364316677790689	FALSE	Consistent
INS	Inhibitory.neurons	ENSG00000153291	SLC25A27	protein_coding	-0.0399581	0.0218268	0.2926093	0.06693552	FALSE	-0.0399581013053596	0.0125099455370598	-	-	0.0318074241284509	TRUE	-0.0133746605508558	0.000629714879774519	0.00216472538425556	TRUE	-	-	-	-	Consistent
DPW	Excitatory.neurons	ENSG00000154479	CCDC173	protein_coding	-	-	-	-	-	0.0113086769529452	0.00252830477574556	-	-	0.0104352525026029	TRUE	0.00299622472083256	0.708937859589925	1	FALSE	0.0107543055816203	0.00248575086601465	0.0133074383571296	TRUE	Consistent
ASD	Microglia	ENSG00000154889	MPPE1	protein_coding	-	-	-	-	-	-0.120261608162292	0.0011541835819211	-	-	0.00623949336879427	TRUE	-0.228120104708098	2.60031383192466e-14	1.84435761665205e-13	TRUE	-	-	-	-	Consistent
TS	Oligodendrocytes	ENSG00000154889	MPPE1	protein_coding	-	-	-	-	-	-0.154157939996464	0.000123268268359449	-	-	0.0011558098752522	TRUE	-0.189952983146212	6.80978692232738e-17	5.90064526620223e-16	TRUE	-	-	-	-	Consistent
TS	Excitatory.neurons	ENSG00000154889	MPPE1	protein_coding	-	-	-	-	-	-0.192566954302086	0.000123268268359449	-	-	0.0011558098752522	TRUE	-0.158047235887889	6.09780397615768e-09	3.21329419558654e-08	TRUE	-	-	-	-	Consistent
TS	Astrocytes	ENSG00000154889	MPPE1	protein_coding	-	-	-	-	-	-0.170891930673009	0.000123268268359449	-	-	0.0011558098752522	TRUE	-0.311955615300498	3.67755299450073e-13	2.48271750351636e-12	TRUE	-	-	-	-	Consistent
ASD	Astrocytes	ENSG00000154889	MPPE1	protein_coding	-	-	-	-	-	-0.0820409810473451	0.0011541835819211	-	-	0.00623949336879427	TRUE	-0.157969195510112	4.46644632028764e-11	2.65303754925919e-10	TRUE	-	-	-	-	Consistent
TS	Microglia	ENSG00000154889	MPPE1	protein_coding	-	-	-	-	-	-0.250505761173609	0.000123268268359449	-	-	0.0011558098752522	TRUE	-0.349117636832039	1.76973520296319e-14	1.27679179235241e-13	TRUE	-	-	-	-	Consistent
ASD	Inhibitory.neurons	ENSG00000154889	MPPE1	protein_coding	-	-	-	-	-	-0.10133209983159	0.0011541835819211	-	-	0.00623949336879427	TRUE	-0.180209847646295	1.25207536899784e-16	1.04194984915117e-15	TRUE	-0.104571996626672	0.00149447872667351	0.00945134623297368	TRUE	Consistent
TS	Inhibitory.neurons	ENSG00000154889	MPPE1	protein_coding	-	-	-	-	-	-0.211075464460586	0.000123268268359449	-	-	0.0011558098752522	TRUE	-0.300960745528237	1.1541531918298e-16	9.70065757732947e-16	TRUE	-0.187439491460405	0.00133167178622681	0.00880893233302907	TRUE	Consistent
BIP	Excitatory.neurons	ENSG00000156110	ADK	protein_coding	0.179878	0.0003256522	0.1267373	0.008388800672	TRUE	0.168686365636291	3.17544083171452e-08	0.715753896344126	-	1.2090490966753e-06	TRUE	0.00722448484260031	0.38714922207264	0.774952912863369	FALSE	0.14297492063018	0.00257667086984836	0.0135441881469818	TRUE	Consistent
SCZ	Inhibitory.neurons	ENSG00000156171	DRAM2	protein_coding	-	-	-	-	-	-0.0557134522734116	0.00227361140886852	-	-	0.00964543224430851	TRUE	-0.0501954663469264	2.92909383928808e-05	0.000113190959628581	TRUE	-0.0438641397702748	0.0154141669706876	0.0431671683291032	TRUE	Consistent
SCZ	Excitatory.neurons	ENSG00000156171	DRAM2	protein_coding	-	-	-	-	-	-0.0641841234601092	0.00227361140886852	-	-	0.00964543224430851	TRUE	-0.083068920427725	6.92081683431323e-19	6.64793891341745e-18	TRUE	-0.0499209244049842	0.014533468813435	0.0414059965452071	TRUE	Consistent
INS	Excitatory.neurons	ENSG00000156253	RWDD2B	protein_coding	0.0460825	0.00115456	0.4727238	0.0181393138181818	TRUE	0.0439096335584697	0.00065071644036216	-	-	0.00418160818004882	TRUE	0.0037324815475287	0.797239219371377	1	FALSE	0.0298670415900186	0.0197039347153407	0.0497915215560263	TRUE	Consistent
INT	Oligodendrocytes	ENSG00000156931	VPS8	protein_coding	-	-	-	-	-	0.0318647106530263	0.00222819664927765	-	-	0.00958628106454763	TRUE	0.101852234582998	9.2487782448825e-12	5.75822082579536e-11	TRUE	-	-	-	-	Consistent
AUD	Excitatory.neurons	ENSG00000159063	ALG8	protein_coding	-	-	-	-	-	0.0585056464726834	0.0129915808016897	-	-	0.0327585721208169	TRUE	0.0173469512901106	0.000182655066594464	0.000650515184206131	TRUE	-	-	-	-	Consistent
BIP	Excitatory.neurons	ENSG00000159063	ALG8	protein_coding	-	-	-	-	-	-0.116061386632126	0.000494370108303051	-	-	0.00345378749975022	TRUE	-0.00768452479218598	7.85261599958896e-07	3.54845362777125e-06	TRUE	-	-	-	-	Consistent
SCZ	Oligodendrocytes	ENSG00000159202	UBE2Z	protein_coding	-	-	-	-	-	-0.088856803470967	0.000312615917155075	-	-	0.00242915327462847	TRUE	-0.120420351860171	7.63374880309728e-44	1.71097756506754e-42	TRUE	-0.0635380112086279	0.00468542427741703	0.0200377303452509	TRUE	Consistent
EA	Oligodendrocytes	ENSG00000159202	UBE2Z	protein_coding	-	-	-	-	-	-0.0271416062592601	1.88387559525457e-08	-	-	9.27812856179216e-07	TRUE	-0.192619631112071	2.84020930290051e-258	5.30487982019529e-256	TRUE	-0.0244621800277978	3.57250784339019e-06	5.55669801046231e-05	TRUE	Consistent
DPW	Excitatory.neurons	ENSG00000159256	MORC3	protein_coding	-	-	-	-	-	-0.0122873970630715	0.00824255405191724	-	-	0.0240459929735439	TRUE	-0.0755425894161834	6.31567998177741e-12	3.99122483058941e-11	TRUE	-0.0124008891324671	0.016271898281392	0.0450215262545245	TRUE	Consistent
OCD	Excitatory.neurons	ENSG00000161542	PRPSAP1	protein_coding	0.326878	0.003361711	0.7316696	0.026456118	TRUE	0.272560587548168	0.00492896523893227	-	-	0.0170222541018001	TRUE	0.58934899151604	2.56420293364554e-14	1.82645132688905e-13	TRUE	0.304350155272633	0.00264709564857984	0.0137864574276715	TRUE	Consistent
ASP	Excitatory.neurons	ENSG00000161542	PRPSAP1	protein_coding	0.0110407	0.1050486	0.3494994	0.171269109873418	FALSE	0.015037795888774	0.0228207184729353	-	-	0.0493588962034349	TRUE	0.0561538822978141	1.10006208730436e-05	4.42393389655174e-05	TRUE	0.013344461021446	0.039583283405835	0.0780879165703477	FALSE	Consistent
SCZ	Oligodendrocytes	ENSG00000161551	ZNF577	protein_coding	0.0545851	0.01947902	0.8020493	0.0630376325628141	FALSE	0.0560431996086898	0.008257422406542	-	-	0.0240459929735439	TRUE	0.00693452340021191	0.609143930551374	1	FALSE	0.0536687216913611	0.017025283890774	0.0460002388692039	TRUE	Consistent
EPI	Oligodendrocytes	ENSG00000162415	ZSWIM5	protein_coding	-	-	-	-	-	-0.0593909329134277	0.000279060860657309	-	-	0.00224872852265123	TRUE	-0.342293231262224	3.81724522263955e-15	2.89044559425995e-14	TRUE	-	-	-	-	Consistent
DPW	Inhibitory.neurons	ENSG00000162461	SLC25A34	protein_coding	0.0115016	0.008210573	0.6778338	0.0388794780294118	TRUE	0.0115016247139541	0.00400841290008972	-	-	0.0147459247508131	TRUE	0.00670078068281788	0.548614517606396	0.990570358857521	FALSE	0.0110228808256363	0.00657654593487263	0.0253164025787237	TRUE	Consistent
DPW	Excitatory.neurons	ENSG00000162461	SLC25A34	protein_coding	0.0115418	0.005903264	0.4681003	0.0333482632982456	TRUE	0.0115417820629175	0.00400841290008972	-	-	0.0147459247508131	TRUE	0.0139834756965058	0.0139804334768376	0.0410141512645096	TRUE	0.0130702432677672	0.000786690668578411	0.0063320346820542	TRUE	Consistent
